,Driver,Start,Mid Race,Finish,High Pos.,Low Pos.,Avg. Pos.,Pass Diff.,Green Flag Passes,Green Flag Times Passed,Quality Passes,Pct. Quality Passes,Fastest Lap,Top 15 Laps,Pct. Top 15 Laps,Laps Led,Pct. Laps Led,Total Laps,DRIVER RATING,race_ID
18,"Ricky Stenhouse, Jr.",25,12,19,10,26,16,28,94,66,41,43.6,1,269,53.7,0,0.0,501,70.9,179
19,Anthony Alfredo,32,26,20,18,32,25,-9,29,38,0,0.0,0,0,0.0,0,0.0,501,53.2,179
20,Corey LaJoie,29,23,21,18,32,25,6,31,25,0,0.0,0,0,0.0,0,0.0,501,50.8,179
21,Chase Briscoe,22,19,22,2,23,19,-19,81,100,14,17.3,0,36,7.2,0,0.0,501,59.8,179
22,Cole Custer,24,22,23,3,30,21,-16,53,69,1,1.9,0,13,2.6,0,0.0,501,56.0,179
23,Denny Hamlin,3,5,24,1,34,10,42,72,30,35,48.6,36,380,75.8,103,20.6,501,92.0,179
24,Bubba Wallace,17,16,25,10,25,16,-9,60,69,45,75.0,10,278,55.5,0,0.0,501,68.9,179
25,Michael McDowell,19,27,26,19,33,27,-9,25,34,0,0.0,0,0,0.0,0,0.0,499,47.0,179
26,Ross Chastain,16,25,27,10,33,24,-2,48,50,8,16.7,19,45,9.0,0,0.0,498,59.7,179
27,Daniel Suarez,20,28,28,16,32,28,-6,35,41,0,0.0,0,0,0.0,0,0.0,498,46.3,179
28,B.J. McLeod,30,30,29,28,33,30,-5,17,22,0,0.0,0,0,0.0,0,0.0,496,39.2,179
29,Cody Ware,31,32,30,30,37,32,0,12,12,0,0.0,0,0,0.0,0,0.0,495,34.8,179
30,Justin Haley,35,29,31,28,35,31,-2,26,28,0,0.0,0,0,0.0,0,0.0,492,36.2,179
31,Ryan Newman,27,31,32,26,33,31,2,30,28,0,0.0,19,0,0.0,0,0.0,491,46.0,179
32,Garrett Smithley,37,34,33,32,38,34,11,22,11,0,0.0,0,0,0.0,0,0.0,490,30.2,179
33,Quin Houff,36,35,34,33,37,35,-7,12,19,0,0.0,0,0,0.0,0,0.0,483,27.5,179
34,Josh Bilicki,33,33,35,32,37,34,0,19,19,0,0.0,0,0,0.0,0,0.0,483,30.2,179
35,Ryan Preece,26,37,36,12,37,33,-15,20,35,0,0.0,10,1,0.2,0,0.0,414,48.0,179
36,Timmy Hill,38,36,37,22,38,33,-4,7,11,0,0.0,0,0,0.0,0,0.0,206,32.0,179
37,Joey Gase,34,38,38,31,38,38,-5,3,8,0,0.0,0,0,0.0,0,0.0,10,23.2,179
0,Kyle Larson,1,1,1,1,34,3,10,32,22,20,62.5,28,304,97.4,107,34.3,312,132.0,180
1,"Martin Truex, Jr.",12,10,2,1,21,4,8,40,32,35,87.5,55,307,98.4,72,23.1,312,127.5,180
2,Denny Hamlin,6,12,3,1,20,5,16,45,29,43,95.6,37,311,99.7,0,0.0,312,116.4,180
3,Ryan Blaney,4,2,4,1,18,5,1,43,42,40,93.0,13,309,99.0,33,10.6,312,109.7,180
4,Chase Elliott,2,9,5,1,17,2,13,31,18,29,93.5,55,311,99.7,94,30.1,312,129.2,180
5,Aric Almirola,18,18,6,5,27,11,25,68,43,40,58.8,14,258,82.7,0,0.0,312,96.8,180
6,Kyle Busch,13,16,7,5,24,11,8,75,67,57,76.0,2,289,92.6,0,0.0,312,99.5,180
7,Kevin Harvick,9,11,8,1,18,5,17,56,39,54,96.4,29,311,99.7,1,0.3,312,108.9,180
8,Christopher Bell,8,4,9,1,21,13,12,98,86,69,70.4,0,225,72.1,0,0.0,312,85.2,180
9,Brad Keselowski,11,3,10,2,24,12,-7,76,83,57,75.0,5,223,71.5,0,0.0,312,87.8,180
10,Joey Logano,10,14,11,3,22,11,0,78,78,62,79.5,1,268,85.9,0,0.0,312,92.6,180
11,Matt DiBenedetto,15,13,12,6,26,12,27,95,68,73,76.8,2,282,90.4,0,0.0,312,88.1,180
12,Cole Custer,7,19,13,7,24,16,0,110,110,47,42.7,2,152,48.7,0,0.0,312,79.6,180
13,Ross Chastain,16,17,14,2,24,16,-6,78,84,57,73.1,0,179,57.4,0,0.0,312,76.2,180
14,Austin Dillon,23,21,15,4,27,20,-11,78,89,26,33.3,0,83,26.6,0,0.0,312,71.3,180
15,Kurt Busch,5,6,16,1,25,13,-5,72,77,39,54.2,0,221,70.8,1,0.3,312,79.2,180
16,William Byron,3,15,17,3,24,11,14,88,74,50,56.8,3,245,78.5,0,0.0,312,88.0,180
17,Alex Bowman,14,7,18,3,28,18,-15,84,99,13,15.5,0,66,21.2,0,0.0,312,66.7,180
18,Tyler Reddick,20,5,19,1,34,16,-14,79,93,36,45.6,1,167,53.5,4,1.3,312,71.4,180
19,Ryan Preece,31,24,20,7,37,24,-11,63,74,2,3.2,0,5,1.6,0,0.0,312,56.7,180
20,Daniel Suarez,17,8,21,4,30,21,-16,64,80,2,3.1,0,16,5.1,0,0.0,312,60.8,180
21,Erik Jones,27,22,22,10,33,18,13,81,68,9,11.1,0,28,9.0,0,0.0,312,67.2,180
22,Ryan Newman,19,20,23,15,32,21,-16,85,101,1,1.2,0,3,1.0,0,0.0,312,60.0,180
23,Michael McDowell,28,23,24,5,34,22,-23,49,72,3,6.1,0,13,4.2,0,0.0,312,56.3,180
24,Chris Buescher,26,26,25,7,35,25,-14,32,46,6,18.8,0,11,3.5,0,0.0,311,53.0,180
25,Justin Haley,29,27,26,24,36,27,6,27,21,0,0.0,0,0,0.0,0,0.0,310,49.5,180
26,B.J. McLeod,32,28,27,26,35,29,-8,10,18,0,0.0,0,0,0.0,0,0.0,309,45.7,180
27,Cody Ware,33,29,28,10,36,30,2,13,11,0,0.0,0,1,0.3,0,0.0,306,43.3,180
28,Joey Gase,34,32,29,24,38,32,-13,15,28,0,0.0,0,0,0.0,0,0.0,303,38.7,180
29,Josh Bilicki,37,33,30,15,37,32,-7,8,15,0,0.0,0,1,0.3,0,0.0,303,35.7,180
30,Garrett Smithley,38,34,31,12,38,34,2,7,5,0,0.0,0,1,0.3,0,0.0,301,32.5,180
31,Corey LaJoie,24,36,32,16,38,35,-1,19,20,0,0.0,0,0,0.0,0,0.0,281,35.3,180
32,David Starr,36,31,33,13,38,32,9,23,14,0,0.0,0,1,0.4,0,0.0,273,38.2,180
33,Anthony Alfredo,30,25,34,25,37,30,-4,19,23,0,0.0,0,0,0.0,0,0.0,242,43.5,180
34,Chase Briscoe,22,30,35,6,30,25,1,44,43,18,40.9,1,86,56.2,0,0.0,153,54.3,180
35,"Ricky Stenhouse, Jr.",21,35,36,18,38,29,4,44,40,0,0.0,0,0,0.0,0,0.0,140,44.8,180
36,Quin Houff,35,37,37,9,36,36,-4,7,11,0,0.0,0,2,1.6,0,0.0,122,30.3,180
37,Timmy Hill,39,38,38,14,39,38,-1,0,1,0,0.0,0,1,1.8,0,0.0,57,24.7,180
38,Bubba Wallace,25,39,39,20,39,39,-6,11,17,0,0.0,0,0,0.0,0,0.0,5,26.3,180
0,Austin Cindric,5,2,1,1,33,6,-13,168,181,125,74.4,0,176,87.6,21,10.4,201,122.4,181
1,Bubba Wallace,16,19,2,1,23,10,16,253,237,191,75.5,7,145,72.1,12,6.0,201,104.7,181
2,Chase Briscoe,9,10,3,3,38,18,17,209,192,70,33.5,6,88,43.8,0,0.0,201,75.0,181
3,Ryan Blaney,7,1,4,1,35,8,-18,163,181,134,82.2,3,175,87.1,36,17.9,201,107.5,181
4,Aric Almirola,38,11,5,3,38,16,8,244,236,97,39.8,4,104,51.7,0,0.0,201,80.3,181
5,Kyle Busch,10,20,6,1,29,11,9,255,246,182,71.4,5,125,62.2,28,13.9,201,101.4,181
6,Michael McDowell,6,8,7,4,32,12,-19,222,241,160,72.1,2,144,71.6,0,0.0,201,93.6,181
7,David Ragan,34,29,8,2,38,25,-9,110,119,8,7.3,6,18,9.0,0,0.0,201,63.7,181
8,Brad Keselowski,3,5,9,1,23,5,1,171,170,148,86.5,4,198,98.5,67,33.3,201,121.3,181
9,Chase Elliott,11,23,10,2,26,16,-2,249,251,131,52.6,6,93,46.3,0,0.0,201,72.5,181
10,Ty Dillon,26,9,11,5,33,16,-20,210,230,62,29.5,3,102,50.7,0,0.0,201,77.7,181
11,Daniel Hemric,33,24,12,2,40,26,-2,96,98,28,29.2,7,20,10.0,0,0.0,201,60.6,181
12,"Martin Truex, Jr.",14,18,13,1,23,12,25,258,233,192,74.4,4,143,71.1,11,5.5,201,94.0,181
13,Corey LaJoie,24,25,14,1,36,25,-4,92,96,0,0.0,2,7,3.5,0,0.0,201,57.2,181
14,Landon Cassill,27,27,15,3,38,28,-2,71,73,2,2.8,2,8,4.0,0,0.0,201,51.7,181
15,Chris Buescher,4,3,16,1,34,8,-13,161,174,136,84.5,1,173,86.5,0,0.0,200,97.4,181
16,Cody Ware,32,28,17,12,39,27,-22,57,79,0,0.0,4,0,0.0,0,0.0,200,48.6,181
17,Daniel Suarez,21,22,18,5,32,21,-27,156,183,65,41.7,4,30,15.1,0,0.0,199,59.0,181
18,Kurt Busch,17,21,19,1,30,18,21,201,180,116,57.7,11,80,40.2,0,0.0,199,74.6,181
19,Cole Custer,31,7,20,3,37,22,-17,127,144,22,17.3,3,47,23.6,0,0.0,199,55.2,181
20,Joey Logano,20,12,21,1,34,18,50,244,194,79,32.4,8,80,40.4,1,0.5,198,83.6,181
21,Jacques Villeneuve,40,30,22,4,40,29,-5,50,55,0,0.0,6,2,1.0,0,0.0,198,42.7,181
22,Justin Haley,25,31,23,2,38,31,-5,67,72,4,6.0,2,2,1.0,0,0.0,198,41.4,181
23,Alex Bowman,2,34,24,2,36,27,-5,132,137,73,55.3,6,34,17.3,0,0.0,197,65.8,181
24,Austin Dillon,36,26,25,2,37,27,7,139,132,14,10.1,3,10,5.1,1,0.5,197,43.0,181
25,Kaz Grala,35,33,26,24,39,33,-4,52,56,0,0.0,1,0,0.0,0,0.0,196,35.8,181
26,B.J. McLeod,37,32,27,7,38,32,-6,51,57,0,0.0,2,2,1.0,0,0.0,196,35.7,181
27,"Ricky Stenhouse, Jr.",18,15,28,1,31,11,18,248,230,192,77.4,6,153,78.9,16,8.2,194,93.9,181
28,Erik Jones,13,17,29,1,30,12,-21,216,237,138,63.9,6,125,65.4,3,1.6,191,81.0,181
29,Kevin Harvick,22,4,30,1,33,14,-30,212,242,96,45.3,3,123,64.4,0,0.0,191,72.8,181
30,Noah Gragson,39,14,31,3,39,19,43,228,185,45,19.7,4,74,38.9,0,0.0,190,52.8,181
31,Kyle Larson,1,13,32,1,24,13,-13,261,274,184,70.5,7,149,78.4,1,0.5,190,81.2,181
32,Todd Gilliland,29,6,33,1,34,14,7,227,220,120,52.9,2,134,70.5,0,0.0,190,69.9,181
33,Christopher Bell,12,35,34,2,35,26,4,105,101,102,97.1,0,62,40.8,0,0.0,152,71.3,181
34,Tyler Reddick,15,16,35,4,31,22,4,181,177,70,38.7,4,56,37.1,0,0.0,151,54.4,181
35,Greg Biffle,28,40,36,25,40,38,-11,39,50,0,0.0,1,0,0.0,0,0.0,136,27.5,181
36,Denny Hamlin,30,36,37,1,30,29,21,121,100,59,48.8,1,39,61.9,0,0.0,63,54.5,181
37,William Byron,23,37,38,1,28,30,17,141,124,44,31.2,5,29,46.8,1,1.6,62,46.4,181
38,Harrison Burton,8,38,39,1,24,30,2,130,128,68,52.3,1,38,61.3,3,4.8,62,50.9,181
39,Ross Chastain,19,39,40,1,29,32,2,145,143,56,38.6,3,27,43.5,0,0.0,62,41.9,181
0,Kyle Larson,13,3,1,1,25,7,24,83,59,63,75.9,16,183,91.5,28,14.0,200,116.3,182
1,Austin Dillon,16,12,2,2,31,16,-22,97,119,52,53.6,3,118,59.0,0,0.0,200,82.9,182
2,Erik Jones,2,7,3,1,12,4,13,72,59,64,88.9,23,200,100.0,18,9.0,200,122.7,182
3,Daniel Suarez,15,26,4,1,31,14,-3,96,99,54,56.2,0,115,57.5,0,0.0,200,86.2,182
4,Joey Logano,7,4,5,1,20,5,32,87,55,66,75.9,5,198,99.0,14,7.0,200,110.3,182
5,Aric Almirola,31,13,6,5,31,17,-24,94,118,48,51.1,1,110,55.0,0,0.0,200,77.0,182
6,Kevin Harvick,32,21,7,1,32,20,23,106,83,15,14.2,0,43,21.5,1,0.5,200,64.7,182
7,Kurt Busch,36,22,8,5,36,21,27,133,106,42,31.6,0,60,30.0,0,0.0,200,63.5,182
8,Daniel Hemric,5,34,9,5,35,26,13,58,45,28,48.3,2,45,22.5,0,0.0,200,72.3,182
9,"Ricky Stenhouse, Jr.",17,18,10,2,22,11,20,121,101,71,58.7,1,159,79.5,0,0.0,200,91.1,182
10,Cole Custer,21,10,11,3,26,13,-28,75,103,49,65.3,0,134,67.0,0,0.0,200,83.3,182
11,Austin Cindric,1,8,12,1,25,10,-14,86,100,61,70.9,1,179,89.5,0,0.0,200,94.3,182
12,"Martin Truex, Jr.",12,28,13,4,30,15,-7,91,98,34,37.4,1,98,49.0,0,0.0,200,77.3,182
13,Kyle Busch,3,33,14,3,36,29,4,56,52,8,14.3,2,21,10.5,0,0.0,200,59.0,182
14,Denny Hamlin,4,24,15,3,31,10,8,110,102,70,63.6,0,169,84.5,0,0.0,200,89.8,182
15,Chase Briscoe,24,5,16,1,31,14,-3,109,112,43,39.4,9,91,45.5,20,10.0,200,82.1,182
16,Ty Dillon,18,23,17,11,32,23,-38,99,137,1,1.0,0,6,3.0,0,0.0,200,46.5,182
17,Ryan Blaney,6,6,18,1,18,7,60,119,59,102,85.7,8,189,94.5,1,0.5,200,97.6,182
18,Bubba Wallace,34,25,19,9,34,25,3,72,69,5,6.9,0,2,1.0,0,0.0,200,42.8,182
19,Todd Gilliland,26,29,20,17,33,26,-34,48,82,0,0.0,0,0,0.0,0,0.0,200,41.8,182
20,Garrett Smithley,29,30,21,5,35,28,2,18,16,0,0.0,0,8,4.0,0,0.0,200,37.8,182
21,B.J. McLeod,30,31,22,9,35,28,0,18,18,0,0.0,0,6,3.0,0,0.0,200,35.8,182
22,Justin Haley,35,15,23,9,35,20,5,131,126,29,22.1,0,38,19.0,0,0.0,200,55.0,182
23,Tyler Reddick,11,2,24,1,30,8,2,26,24,23,88.5,39,144,72.4,90,45.2,199,120.6,182
24,Alex Bowman,14,9,25,2,27,11,-27,62,89,57,91.9,0,172,86.4,0,0.0,199,78.7,182
25,Chase Elliott,8,19,26,1,34,19,-9,43,52,17,39.5,10,75,37.9,12,6.1,198,67.5,182
26,Brad Keselowski,9,11,27,4,31,19,13,78,65,32,41.0,0,68,34.3,0,0.0,198,61.0,182
27,Corey LaJoie,25,27,28,14,32,25,-8,114,122,0,0.0,0,2,1.0,0,0.0,198,42.0,182
28,Ross Chastain,33,16,29,4,33,20,-8,72,80,22,30.6,0,68,34.3,0,0.0,198,49.5,182
29,Josh Bilicki,28,32,30,21,33,31,-11,12,23,0,0.0,0,0,0.0,0,0.0,198,30.2,182
30,Michael McDowell,23,17,31,9,23,18,-18,88,106,18,20.5,0,41,21.2,0,0.0,193,52.3,182
31,Cody Ware,27,36,32,27,36,35,1,7,6,0,0.0,0,0,0.0,0,0.0,187,26.0,182
32,Harrison Burton,22,20,33,16,30,24,-19,83,102,0,0.0,0,0,0.0,0,0.0,157,42.7,182
33,William Byron,10,1,34,1,17,12,19,46,27,44,95.7,6,148,98.0,16,10.6,151,97.3,182
34,Chris Buescher,20,14,35,8,31,24,1,52,51,27,51.9,0,62,55.9,0,0.0,111,56.3,182
35,Christopher Bell,19,35,36,11,35,28,8,34,26,21,61.8,1,48,51.1,0,0.0,94,41.9,182
0,Alex Bowman,13,11,1,1,30,7,32,84,52,67,79.8,21,245,89.4,16,5.8,274,118.2,183
1,Kyle Larson,2,2,2,1,32,7,46,114,68,77,67.5,13,247,90.1,27,9.9,274,108.9,183
2,Ross Chastain,18,3,3,1,18,4,16,82,66,76,92.7,28,274,100.0,83,30.3,274,128.3,183
3,Kyle Busch,37,6,4,1,37,10,27,135,108,60,44.4,26,201,73.4,49,17.9,274,106.1,183
4,William Byron,14,12,5,1,25,6,23,84,61,78,92.9,13,268,97.8,8,2.9,274,111.2,183
5,Aric Almirola,20,18,6,1,34,16,-36,105,141,31,29.5,0,93,33.9,0,0.0,274,78.5,183
6,Tyler Reddick,7,9,7,6,36,14,38,131,93,28,21.4,2,140,51.1,0,0.0,274,85.0,183
7,"Martin Truex, Jr.",12,7,8,1,35,7,39,109,70,75,68.8,34,247,90.1,1,0.4,274,105.5,183
8,Chase Elliott,5,5,9,1,15,8,-13,79,92,66,83.5,3,274,100.0,0,0.0,274,95.3,183
9,Christopher Bell,1,4,10,1,34,14,19,106,87,72,67.9,9,190,69.3,32,11.7,274,92.3,183
10,Austin Dillon,10,15,11,1,35,20,-55,100,155,28,28.0,2,107,39.1,0,0.0,274,69.8,183
11,Kevin Harvick,25,8,12,5,25,12,-6,93,99,57,61.3,2,218,79.6,0,0.0,274,82.8,183
12,Kurt Busch,31,28,13,1,34,16,9,116,107,45,38.8,1,159,58.0,4,1.5,274,76.7,183
13,Joey Logano,6,13,14,2,28,11,-10,97,107,80,82.5,4,253,92.3,0,0.0,274,88.0,183
14,Corey LaJoie,29,23,15,2,36,22,-7,124,131,2,1.6,1,9,3.3,0,0.0,274,59.4,183
15,Harrison Burton,19,21,16,12,34,22,-6,116,122,2,1.7,0,2,0.7,0,0.0,274,53.3,183
16,Justin Haley,28,26,17,9,34,22,19,118,99,1,0.8,2,4,1.5,0,0.0,274,58.5,183
17,Chris Buescher,27,22,18,10,32,20,13,126,113,12,9.5,0,24,8.8,0,0.0,274,60.0,183
18,Austin Cindric,3,32,19,2,33,20,-13,102,115,35,34.3,0,84,30.7,0,0.0,274,64.8,183
19,Ty Dillon,32,24,20,1,33,24,-25,104,129,6,5.8,0,20,7.3,1,0.4,274,47.0,183
20,"Ricky Stenhouse, Jr.",9,14,21,1,31,14,-2,103,105,50,48.5,0,175,63.9,4,1.5,274,71.8,183
21,Daniel Hemric,16,27,22,7,36,27,1,68,67,3,4.4,1,10,3.7,0,0.0,274,42.4,183
22,Todd Gilliland,30,19,23,13,35,24,-14,134,148,6,4.5,0,5,1.8,0,0.0,274,48.8,183
23,Brad Keselowski,15,33,24,1,36,25,-5,66,71,14,21.2,2,51,18.7,3,1.1,273,58.3,183
24,Bubba Wallace,17,10,25,7,31,17,-13,106,119,41,38.7,0,141,51.6,0,0.0,273,63.2,183
25,Cody Ware,33,25,26,5,35,28,-35,38,73,0,0.0,0,3,1.1,0,0.0,273,38.5,183
26,Michael McDowell,22,16,27,1,35,21,0,111,111,25,22.5,0,50,18.3,4,1.5,273,50.2,183
27,B.J. McLeod,35,31,28,8,37,32,-6,21,27,0,0.0,0,3,1.1,0,0.0,272,31.5,183
28,Josh Bilicki,34,30,29,10,37,31,-27,19,46,0,0.0,0,1,0.4,0,0.0,271,32.7,183
29,Garrett Smithley,36,34,30,16,37,34,-3,4,7,0,0.0,0,0,0.0,0,0.0,267,28.7,183
30,Erik Jones,23,29,31,7,31,17,56,157,101,62,39.5,3,133,50.4,0,0.0,264,65.9,183
31,Denny Hamlin,8,20,32,1,30,11,2,74,72,71,95.9,21,215,98.2,31,14.2,219,101.4,183
32,Cole Custer,24,17,33,3,36,28,-34,61,95,9,14.8,0,29,17.0,0,0.0,171,38.2,183
33,Greg Biffle,26,1,34,1,34,32,-34,19,53,0,0.0,0,5,3.4,1,0.7,148,31.7,183
34,Chase Briscoe,4,35,35,3,36,24,-16,69,85,52,75.4,0,109,80.7,0,0.0,135,55.3,183
35,Ryan Blaney,11,36,36,1,20,24,7,47,40,46,97.9,10,103,99.0,10,9.6,104,79.7,183
36,Daniel Suarez,21,37,37,13,34,31,10,49,39,12,24.5,0,18,19.6,0,0.0,92,37.3,183
0,Chase Briscoe,6,8,1,1,11,5,2,39,37,35,89.7,40,312,100.0,101,32.4,312,128.7,184
1,Ross Chastain,17,7,2,1,23,9,15,75,60,52,69.3,17,276,88.5,0,0.0,312,103.7,184
2,Tyler Reddick,12,6,3,1,13,6,18,68,50,66,97.1,15,312,100.0,0,0.0,312,107.7,184
3,Ryan Blaney,1,1,4,1,30,5,32,62,30,32,51.6,52,286,91.7,143,45.8,312,131.2,184
4,Kurt Busch,15,19,5,4,23,16,2,68,66,38,55.9,0,132,42.3,0,0.0,312,80.0,184
5,Kevin Harvick,16,3,6,2,21,6,14,50,36,44,88.0,20,301,96.5,0,0.0,312,111.0,184
6,Kyle Busch,11,12,7,2,26,11,28,126,98,78,61.9,2,256,82.1,0,0.0,312,87.3,184
7,Joey Logano,10,10,8,1,15,8,4,89,85,79,88.8,3,312,100.0,4,1.3,312,96.8,184
8,Daniel Suarez,23,15,9,7,31,18,25,92,67,39,42.4,0,121,38.8,0,0.0,312,71.0,184
9,Chris Buescher,26,16,10,10,27,18,-1,90,91,24,26.7,0,52,16.7,0,0.0,312,71.0,184
10,Chase Elliott,19,2,11,1,20,4,10,43,33,30,69.8,36,292,93.6,50,16.0,312,121.7,184
11,Aric Almirola,5,14,12,5,26,14,-7,89,96,61,68.5,2,224,71.8,0,0.0,312,78.6,184
12,Denny Hamlin,2,17,13,2,31,15,8,85,77,35,41.2,1,154,49.4,0,0.0,312,77.1,184
13,Alex Bowman,9,13,14,3,20,10,3,73,70,66,90.4,4,306,98.1,0,0.0,312,83.8,184
14,Ty Dillon,21,22,15,13,26,21,-23,60,83,9,15.0,0,3,1.0,0,0.0,312,60.5,184
15,Cole Custer,25,18,16,3,28,17,-21,61,82,23,37.7,0,141,45.2,0,0.0,312,65.5,184
16,Justin Haley,28,23,17,15,32,24,-4,38,42,0,0.0,0,3,1.0,0,0.0,312,53.8,184
17,William Byron,3,4,18,1,19,6,-11,48,59,47,97.9,19,310,99.4,12,3.8,312,96.5,184
18,Todd Gilliland,33,20,19,16,33,22,-11,60,71,0,0.0,0,0,0.0,0,0.0,312,55.7,184
19,A.J. Allmendinger,29,25,20,16,31,25,-7,65,72,0,0.0,1,0,0.0,0,0.0,312,47.2,184
20,Austin Dillon,13,9,21,5,16,10,-8,62,70,58,93.5,7,306,98.4,0,0.0,311,80.8,184
21,Bubba Wallace,27,27,22,13,32,26,9,66,57,1,1.5,5,8,2.6,0,0.0,311,51.4,184
22,Brad Keselowski,18,26,23,15,31,25,-20,45,65,1,2.2,0,0,0.0,0,0.0,311,43.3,184
23,Austin Cindric,8,24,24,6,27,20,-26,49,75,25,51.0,0,91,29.3,0,0.0,311,57.2,184
24,Erik Jones,14,21,25,14,29,21,5,66,61,2,3.0,0,10,3.2,0,0.0,311,55.7,184
25,Christopher Bell,4,29,26,3,33,22,7,44,37,14,31.8,5,63,20.3,0,0.0,310,68.2,184
26,Michael McDowell,22,30,27,21,32,29,-7,48,55,0,0.0,4,0,0.0,0,0.0,310,39.3,184
27,"Ricky Stenhouse, Jr.",36,28,28,4,36,28,4,75,71,0,0.0,0,2,0.6,0,0.0,310,41.2,184
28,Harrison Burton,24,31,29,4,32,28,-22,53,75,5,9.4,0,16,5.2,0,0.0,309,43.8,184
29,Landon Cassill,31,32,30,28,35,32,-8,10,18,0,0.0,0,0,0.0,0,0.0,308,32.5,184
30,Cody Ware,32,33,31,18,34,33,-4,12,16,0,0.0,0,0,0.0,0,0.0,307,30.2,184
31,Garrett Smithley,35,34,32,8,36,34,3,6,3,0,0.0,0,1,0.3,0,0.0,305,27.8,184
32,B.J. McLeod,34,35,33,32,36,34,-2,3,5,0,0.0,0,0,0.0,0,0.0,304,25.3,184
33,Kyle Larson,7,5,34,1,33,14,-6,67,73,37,55.2,16,210,87.9,2,0.8,239,76.9,184
34,"Martin Truex, Jr.",20,11,35,9,21,20,4,52,48,41,78.8,0,180,82.2,0,0.0,219,63.5,184
35,Corey LaJoie,30,36,36,25,34,35,-6,19,25,0,0.0,0,0,0.0,0,0.0,45,28.2,184
0,William Byron,12,1,1,1,22,5,22,184,162,156,84.8,7,307,94.5,111,34.2,325,134.9,185
1,Ross Chastain,7,27,2,1,36,14,9,147,138,133,90.5,14,200,61.5,42,12.9,325,101.6,185
2,Kurt Busch,9,25,3,1,35,16,34,250,216,159,63.6,11,152,46.8,4,1.2,325,79.4,185
3,Daniel Suarez,13,16,4,1,22,9,8,295,287,238,80.7,8,263,80.9,13,4.0,325,101.8,185
4,Corey LaJoie,33,24,5,6,35,20,32,192,160,63,32.8,9,53,16.3,0,0.0,325,73.6,185
5,Chase Elliott,6,9,6,1,26,9,15,324,309,282,87.0,5,284,87.4,29,8.9,325,108.1,185
6,Chris Buescher,14,11,7,6,34,15,-43,231,274,179,77.5,3,212,65.2,0,0.0,325,74.7,185
7,"Martin Truex, Jr.",26,18,8,1,29,13,-16,272,288,184,67.6,7,192,59.1,5,1.5,325,85.0,185
8,Joey Logano,3,29,9,1,31,13,-20,277,297,234,84.5,4,232,71.4,12,3.7,325,103.2,185
9,Alex Bowman,11,28,10,6,35,17,23,263,240,157,59.7,11,177,54.5,0,0.0,325,86.6,185
10,Justin Haley,22,8,11,1,35,15,-2,255,257,152,59.6,13,156,48.0,1,0.3,325,77.7,185
11,Brad Keselowski,24,10,12,3,36,18,11,209,198,145,69.4,9,174,53.5,0,0.0,325,64.6,185
12,Bubba Wallace,19,15,13,1,30,11,-20,188,208,122,64.9,6,220,67.7,3,0.9,325,87.3,185
13,Erik Jones,23,3,14,3,26,11,3,284,281,201,70.8,10,253,77.8,0,0.0,325,85.5,185
14,Chase Briscoe,1,12,15,1,34,14,-8,288,296,195,67.7,17,214,65.8,5,1.5,325,78.4,185
15,Josh Bilicki,36,22,16,9,36,22,-15,105,120,8,7.6,4,29,8.9,0,0.0,325,57.6,185
16,Ryan Blaney,2,4,17,1,36,8,12,245,233,183,74.7,10,266,81.8,15,4.6,325,105.4,185
17,David Ragan,35,19,18,13,37,27,-50,42,92,3,7.1,11,5,1.5,0,0.0,325,42.4,185
18,B.J. McLeod,34,20,19,1,37,25,0,74,74,0,0.0,8,8,2.5,2,0.6,325,50.2,185
19,Greg Biffle,37,17,20,5,37,24,-21,60,81,6,10.0,9,18,5.5,0,0.0,325,51.1,185
20,Kevin Harvick,8,2,21,1,33,18,-36,128,164,82,64.1,1,106,32.6,11,3.4,325,51.5,185
21,Aric Almirola,10,6,22,1,34,13,-8,225,233,120,53.3,9,196,60.3,6,1.8,325,67.9,185
22,Christopher Bell,27,7,23,1,35,11,37,248,211,156,62.9,9,234,72.0,16,4.9,325,83.6,185
23,Michael McDowell,29,30,24,4,36,26,-29,88,117,12,13.6,7,18,5.6,0,0.0,321,49.0,185
24,Harrison Burton,31,26,25,13,36,26,3,101,98,0,0.0,4,4,1.2,0,0.0,321,39.6,185
25,Cody Ware,32,23,26,10,37,26,-42,45,87,1,2.2,6,2,0.7,0,0.0,300,41.3,185
26,Todd Gilliland,25,31,27,9,36,28,-19,76,95,20,26.3,9,17,5.7,0,0.0,297,36.0,185
27,Tyler Reddick,5,32,28,1,33,20,5,150,145,122,81.3,0,124,50.6,5,2.0,245,82.1,185
28,Denny Hamlin,15,14,29,1,27,16,24,218,194,193,88.5,4,182,85.8,1,0.5,212,78.3,185
29,Kyle Larson,21,21,30,1,30,21,54,221,167,100,45.2,2,91,42.9,1,0.5,212,54.6,185
30,"Ricky Stenhouse, Jr.",28,5,31,1,29,18,37,217,180,170,78.3,8,171,85.5,22,11.0,200,76.2,185
31,Austin Cindric,16,13,32,2,30,21,-12,175,187,135,77.1,2,138,69.0,0,0.0,200,60.1,185
32,Kyle Busch,4,33,33,1,34,23,10,128,118,75,58.6,4,100,58.5,21,12.3,171,61.7,185
33,Cole Custer,20,34,34,18,37,31,-19,72,91,0,0.0,2,0,0.0,0,0.0,150,30.5,185
